Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Day,WeekOfYear,Quarter,IsWeekend,CompetitionAge,PromoDuration,PreviousDaySales,PreviousWeekSales,Rolling7DaySales
956,4,2013-12-06,4183,554,1,1,0,0,a,a,2330.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov",,,,,,,2013,12,6,49,4,0,0.0,2.0,5174.0,4920.0,4470.857142857143
794,3,2014-03-27,2846,502,1,0,0,0,c,c,5090.0,9.0,2006.0,0,0.0,0.0,,,,,,,,2014,3,27,13,1,0,8.0,2014.0,2849.0,2378.0,2296.0
320,3,2014-05-22,13356,2109,1,1,0,0,a,c,210.0,9.0,2012.0,0,0.0,0.0,,,,,,,,2014,5,22,21,2,0,2.0,2014.0,13195.0,13258.0,12129.0
529,3,2013-04-04,6286,670,1,0,0,1,d,c,12920.0,9.0,2012.0,0,0.0,0.0,,,,,,,,2013,4,4,14,2,0,1.0,2013.0,6089.0,12544.0,4262.285714285715
394,0,2013-03-04,10149,732,1,1,0,0,d,a,10850.0,0.0,0.0,0,0.0,0.0,,,,,,,,2013,3,4,10,1,0,2013.0,2013.0,0.0,5017.0,6561.142857142857
173,3,2014-12-25,0,0,0,0,c,1,a,a,350.0,12.0,2012.0,0,0.0,0.0,,,,,,,,2014,12,25,52,4,0,2.0,2014.0,4621.0,9937.0,6029.285714285715
976,2,2015-04-01,11114,946,1,1,0,1,a,a,4180.0,0.0,0.0,0,0.0,0.0,,,,,,,,2015,4,1,14,2,0,2015.0,2015.0,9554.0,5571.0,6938.142857142857
53,6,2013-04-14,0,0,0,0,0,0,a,c,30360.0,9.0,2013.0,0,0.0,0.0,,,,,,,,2013,4,14,15,2,1,0.0,2013.0,3239.0,0.0,4735.428571428572
529,4,2013-02-08,8917,848,1,1,0,0,d,c,12920.0,9.0,2012.0,0,0.0,0.0,,,,,,,,2013,2,8,6,1,0,1.0,2013.0,7300.0,7502.0,6694.857142857143
481,5,2015-07-18,4805,485,1,0,0,0,c,c,7470.0,0.0,0.0,1,44.0,2012.0,"Feb,May,Aug,Nov",,,,,,,2015,7,18,29,3,1,2015.0,3.0,5633.0,5269.0,5590.285714285715
520,5,2013-01-26,2371,270,1,0,0,0,a,c,6900.0,0.0,0.0,1,40.0,2012.0,"Mar,Jun,Sept,Dec",,,,,,,2013,1,26,4,1,1,2013.0,1.0,3508.0,2156.0,3111.428571428572
137,0,2015-02-23,6859,910,1,0,0,0,a,a,1730.0,7.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",,,,,,,2015,2,23,9,1,0,0.0,1.0,0.0,11545.0,7023.571428571428
483,4,2013-09-20,3315,528,1,0,0,0,a,c,2310.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",,,,,,,2013,9,20,38,3,0,2.0,3.0,4533.0,4821.0,3040.714285714286
228,2,2015-03-04,8872,619,1,1,0,0,d,c,10800.0,0.0,0.0,1,18.0,2011.0,"Feb,May,Aug,Nov",,,,,,,2015,3,4,10,1,0,2015.0,4.0,9125.0,5628.0,7678.428571428572
179,4,2014-05-09,7222,924,1,1,0,0,a,c,480.0,0.0,0.0,0,0.0,0.0,,,,,,,,2014,5,9,19,2,0,2014.0,2014.0,7491.0,11000.0,7060.428571428572
278,6,2013-02-03,0,0,0,0,0,0,a,c,9260.0,2.0,2010.0,0,0.0,0.0,,,,,,,,2013,2,3,5,1,1,3.0,2013.0,5559.0,0.0,5111.714285714285
54,1,2013-10-29,5524,582,1,0,0,0,d,c,7170.0,8.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov",,,,,,,2013,10,29,44,4,0,0.0,0.0,5005.0,6038.0,6030.714285714285
300,4,2014-02-28,7027,871,1,0,0,0,a,c,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",,,,,,,2014,2,28,9,1,0,5.0,2.0,6154.0,6934.0,5001.142857142857
357,1,2013-12-31,3902,516,1,0,0,1,a,a,2060.0,10.0,2008.0,0,0.0,0.0,,,,,,,,2013,12,31,1,4,0,5.0,2013.0,11044.0,3979.0,3982.714285714286
158,6,2014-05-25,0,0,0,0,0,0,d,c,11840.0,0.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov",,,,,,,2014,5,25,21,2,1,2014.0,5.0,10984.0,0.0,7401.571428571428
484,1,2014-08-05,7210,662,1,1,0,1,a,c,14300.0,3.0,2011.0,0,0.0,0.0,,,,,,,,2014,8,5,32,3,0,3.0,2014.0,10072.0,7012.0,7553.714285714285
601,6,2015-04-05,0,0,0,0,0,1,d,a,8220.0,4.0,2014.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",,,,,,,2015,4,5,14,2,1,1.0,4.0,6988.0,0.0,5309.285714285715
719,5,2015-07-11,5193,496,1,0,0,0,c,c,8190.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",,,,,,,2015,7,11,28,3,1,2015.0,6.0,4955.0,4843.0,4002.571428571429
967,3,2013-04-25,10151,1206,1,1,0,0,a,c,3560.0,9.0,2013.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct",,,,,,,2013,4,25,17,2,0,0.0,0.0,9508.0,9032.0,8346.0
673,6,2014-03-02,0,0,0,0,0,0,d,c,15170.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",,,,,,,2014,3,2,9,1,1,2014.0,1.0,7179.0,0.0,5065.857142857143
231,1,2013-09-24,5114,403,1,1,0,0,d,c,3840.0,10.0,2008.0,1,39.0,2010.0,"Feb,May,Aug,Nov",,,,,,,2013,9,24,39,3,0,5.0,3.0,5442.0,2964.0,3364.714285714286
1098,1,2013-11-12,4729,703,1,0,0,0,a,a,1830.0,11.0,2004.0,0,0.0,0.0,,,,,,,,2013,11,12,46,4,0,9.0,2013.0,5079.0,7111.0,4267.714285714285
255,3,2014-12-04,7741,694,1,1,0,0,c,c,4630.0,3.0,2011.0,1,35.0,2011.0,"Feb,May,Aug,Nov",,,,,,,2014,12,4,49,4,0,3.0,3.0,7040.0,6819.0,6744.571428571428
251,2,2014-08-13,15062,2190,1,0,0,1,a,c,340.0,0.0,0.0,0,0.0,0.0,,,,,,,,2014,8,13,33,3,0,2014.0,2014.0,15545.0,18363.0,14016.0
477,2,2015-07-08,5536,406,1,0,0,0,d,a,770.0,7.0,2010.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct",,,,,,,2015,7,8,28,3,0,5.0,5.0,4563.0,5966.0,5412.285714285715
64,3,2015-03-12,8725,724,1,0,0,0,d,c,22560.0,0.0,0.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",,,,,,,2015,3,12,11,1,0,2015.0,2.0,8153.0,11716.0,8067.714285714285
896,3,2014-12-25,0,0,0,0,c,1,a,c,170.0,9.0,2012.0,0,0.0,0.0,,,,,,,,2014,12,25,52,4,0,2.0,2014.0,3895.0,10542.0,7164.857142857143
546,6,2014-07-06,0,0,0,0,0,0,a,a,580.0,1.0,2005.0,0,0.0,0.0,,,,,,,,2014,7,6,27,3,1,9.0,2014.0,12596.0,0.0,13377.857142857143
395,3,2014-07-17,3975,538,1,1,0,1,a,a,3620.0,2.0,2013.0,0,0.0,0.0,,,,,,,,2014,7,17,29,3,0,1.0,2014.0,4325.0,3692.0,3504.714285714286
885,4,2013-03-01,3898,562,1,0,0,0,a,a,480.0,12.0,2005.0,0,0.0,0.0,,,,,,,,2013,3,1,9,1,0,8.0,2013.0,4229.0,4751.0,3044.714285714286
492,0,2014-06-23,6255,1061,1,0,0,0,a,a,1740.0,3.0,2008.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",,,,,,,2014,6,23,26,2,0,6.0,2.0,0.0,11054.0,5935.714285714285
602,2,2015-04-22,5174,547,1,0,0,0,a,a,2710.0,7.0,2001.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",,,,,,,2015,4,22,17,2,0,14.0,3.0,5474.0,7087.0,5055.857142857143
713,5,2015-03-07,8569,1166,1,0,0,0,a,c,220.0,0.0,0.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",,,,,,,2015,3,7,10,1,1,2015.0,1.0,9879.0,10968.0,9020.857142857143
330,1,2013-04-16,2905,384,1,0,0,0,a,c,370.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",,,,,,,2013,4,16,16,2,0,2013.0,1.0,3017.0,4414.0,3001.714285714286
409,0,2014-11-17,4140,489,1,0,0,0,d,c,840.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",,,,,,,2014,11,17,47,4,0,2014.0,1.0,0.0,6204.0,4813.0
1025,2,2013-12-04,8750,910,1,1,0,0,a,a,720.0,11.0,2009.0,0,0.0,0.0,,,,,,,,2013,12,4,49,4,0,4.0,2013.0,10120.0,6089.0,7639.142857142857
390,3,2014-09-11,8267,845,1,0,0,0,a,c,1600.0,4.0,2009.0,0,0.0,0.0,,,,,,,,2014,9,11,37,3,0,5.0,2014.0,8507.0,12138.0,8183.857142857143
1,4,2013-07-05,4986,603,1,1,0,0,c,a,1270.0,9.0,2008.0,0,0.0,0.0,,,,,,,,2013,7,5,27,3,0,5.0,2013.0,5701.0,4407.0,4835.428571428572
390,4,2014-05-16,9734,975,1,0,0,0,a,c,1600.0,4.0,2009.0,0,0.0,0.0,,,,,,,,2014,5,16,20,2,0,5.0,2014.0,9842.0,13371.0,8366.42857142857
817,1,2013-11-05,26452,3665,1,1,0,0,a,a,140.0,3.0,2006.0,0,0.0,0.0,,,,,,,,2013,11,5,45,4,0,7.0,2013.0,26795.0,21938.0,19229.85714285714
365,2,2015-05-27,4044,480,1,0,0,1,c,a,2410.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",,,,,,,2015,5,27,22,2,0,2015.0,6.0,5331.0,6106.0,4023.571428571429
352,3,2014-03-20,5400,538,1,1,0,0,d,c,6360.0,0.0,0.0,1,40.0,2012.0,"Mar,Jun,Sept,Dec",,,,,,,2014,3,20,12,1,0,2014.0,2.0,6059.0,5149.0,5372.428571428572
833,4,2013-05-10,5220,542,1,0,0,0,d,c,3290.0,12.0,1999.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",,,,,,,2013,5,10,19,2,0,14.0,3.0,0.0,6817.0,3336.428571428572
453,6,2014-05-04,3771,493,1,0,0,0,a,c,75860.0,0.0,0.0,0,0.0,0.0,,,,,,,,2014,5,4,18,2,1,2014.0,2014.0,8165.0,3512.0,8293.857142857143
823,4,2013-04-12,6193,631,1,1,0,0,a,c,16210.0,11.0,2010.0,0,0.0,0.0,,,,,,,,2013,4,12,15,2,0,3.0,2013.0,5538.0,4894.0,4855.0
387,2,2015-01-14,9718,1131,1,1,0,0,c,a,210.0,0.0,0.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",,,,,,,2015,1,14,3,1,0,2015.0,2.0,10698.0,10153.0,8136.857142857143
382,2,2015-04-29,9732,719,1,1,0,0,c,c,26130.0,11.0,2002.0,0,0.0,0.0,,,,,,,,2015,4,29,18,2,0,13.0,2015.0,9992.0,6117.0,7159.714285714285
606,4,2013-11-15,4675,565,1,0,0,0,a,a,2260.0,11.0,2007.0,0,0.0,0.0,,,,,,,,2013,11,15,46,4,0,6.0,2013.0,4701.0,6826.0,4041.142857142857
895,1,2014-01-21,9656,882,1,1,0,0,a,c,4150.0,0.0,0.0,0,0.0,0.0,,,,,,,,2014,1,21,4,1,0,2014.0,2014.0,11736.0,7010.0,7677.714285714285
440,5,2014-07-05,3662,389,1,0,0,0,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov",,,,,,,2014,7,5,27,3,1,9.0,5.0,5791.0,3606.0,5216.142857142857
970,2,2013-04-17,2823,405,1,0,0,0,a,a,910.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",,,,,,,2013,4,17,16,2,0,0.0,4.0,3221.0,4140.0,2666.1428571428573
975,4,2015-02-13,7102,744,1,0,0,0,a,c,9630.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",,,,,,,2015,2,13,7,1,0,2015.0,4.0,6195.0,9868.0,5416.285714285715
37,1,2015-01-20,3899,491,1,0,0,0,c,a,4230.0,12.0,2014.0,0,0.0,0.0,,,,,,,,2015,1,20,4,1,0,1.0,2015.0,3957.0,6488.0,5486.714285714285
921,6,2013-06-23,0,0,0,0,0,0,a,a,840.0,9.0,2006.0,0,0.0,0.0,,,,,,,,2013,6,23,25,2,1,7.0,2013.0,5110.0,0.0,9222.714285714286
96,2,2013-05-22,4010,483,1,0,0,1,a,a,8780.0,2.0,2005.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",,,,,,,2013,5,22,21,2,0,8.0,4.0,5376.0,5653.0,3050.0
552,1,2014-03-11,4787,560,1,0,0,0,a,a,4260.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",,,,,,,2014,3,11,11,1,0,6.0,5.0,5622.0,12009.0,6237.142857142857
301,6,2013-12-15,0,0,0,0,0,0,a,c,4510.0,3.0,2015.0,0,0.0,0.0,,,,,,,,2013,12,15,50,4,1,0.0,2013.0,5661.0,0.0,4969.857142857143
996,6,2013-09-22,0,0,0,0,0,0,c,a,2870.0,7.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",,,,,,,2013,9,22,38,3,1,0.0,3.0,6004.0,0.0,6408.0
903,6,2015-02-22,0,0,0,0,0,0,d,c,7290.0,9.0,2014.0,0,0.0,0.0,,,,,,,,2015,2,22,8,1,1,1.0,2015.0,11340.0,0.0,10478.57142857143
673,4,2013-09-20,5111,480,1,0,0,0,d,c,15170.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",,,,,,,2013,9,20,38,3,0,2013.0,0.0,5093.0,7242.0,4305.428571428572
855,5,2013-02-16,3791,407,1,0,0,0,a,a,3440.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",,,,,,,2013,2,16,7,1,1,2013.0,4.0,4390.0,2997.0,3605.571428571429
73,6,2014-01-12,0,0,0,0,0,0,a,c,1650.0,9.0,2008.0,0,0.0,0.0,,,,,,,,2014,1,12,2,1,1,6.0,2014.0,2917.0,0.0,4396.857142857143
504,2,2013-03-27,7699,1028,1,1,0,1,c,c,820.0,0.0,0.0,0,0.0,0.0,,,,,,,,2013,3,27,13,1,0,2013.0,2013.0,7026.0,6257.0,5839.0
921,5,2014-01-11,4299,469,1,0,0,0,a,a,840.0,9.0,2006.0,0,0.0,0.0,,,,,,,,2014,1,11,2,1,1,8.0,2014.0,9916.0,4233.0,9386.142857142857
600,1,2014-02-11,4695,512,1,0,0,0,d,c,17340.0,6.0,2010.0,1,9.0,2011.0,"Feb,May,Aug,Nov",,,,,,,2014,2,11,7,1,0,4.0,3.0,5234.0,7179.0,5556.428571428572
88,2,2014-05-14,4958,609,1,0,0,0,a,a,10690.0,10.0,2005.0,0,0.0,0.0,,,,,,,,2014,5,14,20,2,0,9.0,2014.0,4742.0,7854.0,4385.857142857143
86,0,2014-03-17,6759,773,1,1,0,0,a,a,480.0,2.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",,,,,,,2014,3,17,12,1,0,9.0,1.0,0.0,3794.0,3600.285714285714
556,2,2014-01-29,5214,637,1,0,0,0,d,c,1140.0,11.0,2014.0,0,0.0,0.0,,,,,,,,2014,1,29,5,1,0,0.0,2014.0,5609.0,7280.0,5103.142857142857
456,0,2013-03-04,9692,1243,1,1,0,0,a,c,140.0,0.0,0.0,0,0.0,0.0,,,,,,,,2013,3,4,10,1,0,2013.0,2013.0,0.0,4209.0,5654.428571428572
684,5,2013-02-02,7736,702,1,0,0,0,d,c,680.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",,,,,,,2013,2,2,5,1,1,2013.0,1.0,5578.0,8107.0,4341.571428571428
1087,5,2013-05-18,5694,598,1,0,0,0,d,c,2210.0,11.0,2011.0,0,0.0,0.0,,,,,,,,2013,5,18,20,2,1,2.0,2013.0,6675.0,6661.0,5573.142857142857
902,4,2013-11-01,0,0,0,0,a,0,a,a,310.0,5.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",,,,,,,2013,11,1,44,4,0,0.0,0.0,4903.0,4468.0,3340.8571428571427
751,1,2014-09-09,3097,474,1,0,0,0,a,a,650.0,10.0,2006.0,0,0.0,0.0,,,,,,,,2014,9,9,37,3,0,8.0,2014.0,3324.0,4557.0,3267.8571428571427
518,3,2014-06-19,0,0,0,1,a,1,d,c,3330.0,3.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",,,,,,,2014,6,19,25,2,0,0.0,4.0,7576.0,5234.0,5165.285714285715
859,0,2015-01-12,9867,869,1,1,0,0,c,a,21770.0,7.0,2015.0,0,0.0,0.0,,,,,,,,2015,1,12,3,1,0,0.0,2015.0,0.0,12286.0,6286.285714285715
393,1,2013-04-16,3154,399,1,0,0,0,d,c,4820.0,3.0,2008.0,0,0.0,0.0,,,,,,,,2013,4,16,16,2,0,5.0,2013.0,3828.0,6343.0,4262.857142857143
997,2,2014-12-31,2610,241,1,0,0,1,d,c,5840.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",,,,,,,2014,12,31,1,4,0,4.0,5.0,5866.0,3514.0,2744.285714285714
990,1,2013-03-05,7240,600,1,1,0,0,d,a,20930.0,0.0,0.0,0,0.0,0.0,,,,,,,,2013,3,5,10,1,0,2013.0,2013.0,8477.0,3931.0,5536.714285714285
1003,3,2014-01-09,7480,724,1,1,0,0,a,a,170.0,7.0,2013.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct",,,,,,,2014,1,9,2,1,0,1.0,1.0,8640.0,5715.0,7307.428571428572
722,2,2013-01-30,7976,1320,1,0,0,0,a,a,50.0,0.0,0.0,0,0.0,0.0,,,,,,,,2013,1,30,5,1,0,2013.0,2013.0,8224.0,11128.0,7367.285714285715
901,4,2013-08-09,6865,694,1,0,0,0,a,c,3170.0,4.0,2014.0,0,0.0,0.0,,,,,,,,2013,8,9,32,3,0,0.0,2013.0,7609.0,7905.0,7173.571428571428
685,2,2014-08-13,4636,532,1,0,0,1,a,a,650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",,,,,,,2014,8,13,33,3,0,1.0,5.0,4922.0,7151.0,4276.714285714285
742,4,2014-07-11,7015,770,1,0,0,1,d,c,4380.0,0.0,0.0,0,0.0,0.0,,,,,,,,2014,7,11,28,3,0,2014.0,2014.0,6242.0,8476.0,5547.285714285715
661,4,2013-04-26,7439,556,1,1,0,0,d,c,2140.0,7.0,2013.0,0,0.0,0.0,,,,,,,,2013,4,26,17,2,0,0.0,2013.0,6234.0,6449.0,6136.0
891,5,2015-04-11,6757,1021,1,0,0,0,a,c,350.0,0.0,0.0,1,31.0,2013.0,"Feb,May,Aug,Nov",,,,,,,2015,4,11,15,2,1,2015.0,2.0,6930.0,11289.0,5128.142857142857
548,0,2014-11-03,7762,530,1,1,0,0,d,c,3760.0,2.0,2009.0,0,0.0,0.0,,,,,,,,2014,11,3,45,4,0,5.0,2014.0,0.0,4109.0,3854.571428571429
74,6,2015-06-21,0,0,0,0,0,0,a,a,330.0,0.0,0.0,0,0.0,0.0,,,,,,,,2015,6,21,25,2,1,2015.0,2015.0,4989.0,0.0,6028.857142857143
320,1,2014-10-28,13088,1890,1,0,0,0,a,c,210.0,9.0,2012.0,0,0.0,0.0,,,,,,,,2014,10,28,44,4,0,2.0,2014.0,13466.0,13183.0,11046.0
768,1,2013-09-24,13264,1328,1,1,0,0,a,c,2630.0,9.0,2012.0,0,0.0,0.0,,,,,,,,2013,9,24,39,3,0,1.0,2013.0,15905.0,8036.0,9451.857142857143
1101,2,2013-02-13,8240,882,1,0,0,0,d,c,4060.0,9.0,2012.0,0,0.0,0.0,,,,,,,,2013,2,13,7,1,0,1.0,2013.0,6407.0,10164.0,7227.428571428572
569,2,2015-04-15,4787,680,1,1,0,0,a,a,1340.0,9.0,2006.0,0,0.0,0.0,,,,,,,,2015,4,15,16,2,0,9.0,2015.0,5345.0,4451.0,4128.571428571428
1110,2,2015-07-29,4600,509,1,1,0,1,c,c,900.0,9.0,2010.0,0,0.0,0.0,,,,,,,,2015,7,29,31,3,0,5.0,2015.0,5282.0,3692.0,3869.428571428572
590,4,2015-01-09,5823,418,1,1,0,0,d,c,4520.0,9.0,2010.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",,,,,,,2015,1,9,2,1,0,5.0,2.0,5592.0,5138.0,4293.571428571428
247,4,2013-04-26,9837,735,1,1,0,0,d,c,70.0,11.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov",,,,,,,2013,4,26,17,2,0,3.0,0.0,8536.0,6213.0,7464.285714285715
976,1,2015-03-03,8516,796,1,1,0,0,a,a,4180.0,0.0,0.0,0,0.0,0.0,,,,,,,,2015,3,3,10,1,0,2015.0,2015.0,11099.0,5038.0,6280.571428571428
86,1,2014-01-14,3733,550,1,0,0,0,a,a,480.0,2.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",,,,,,,2014,1,14,3,1,0,9.0,1.0,3420.0,7479.0,3835.285714285714
675,5,2015-04-25,1969,224,1,0,0,0,a,a,2100.0,8.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",,,,,,,2015,4,25,17,2,1,2.0,4.0,2945.0,2033.0,2538.8571428571427
65,5,2014-12-27,3982,345,1,0,0,0,a,c,13840.0,5.0,2010.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",,,,,,,2014,12,27,52,4,1,4.0,2.0,0.0,4678.0,4413.857142857143
1110,0,2013-10-14,3231,426,1,0,0,0,c,c,900.0,9.0,2010.0,0,0.0,0.0,,,,,,,,2013,10,14,42,4,0,3.0,2013.0,0.0,7002.0,3526.0
903,1,2015-07-21,8903,671,1,0,0,0,d,c,7290.0,9.0,2014.0,0,0.0,0.0,,,,,,,,2015,7,21,30,3,0,1.0,2015.0,11893.0,13268.0,9848.285714285714
323,0,2013-07-15,9962,734,1,1,0,1,d,c,8400.0,4.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",,,,,,,2013,7,15,29,3,0,1.0,0.0,0.0,5749.0,5334.857142857143
967,5,2015-02-14,5685,636,1,0,0,0,a,c,3560.0,9.0,2013.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct",,,,,,,2015,2,14,7,1,1,2.0,2.0,7066.0,5933.0,5999.0
560,0,2014-04-07,10620,1406,1,0,0,0,c,c,1910.0,7.0,2013.0,0,0.0,0.0,,,,,,,,2014,4,7,15,2,0,1.0,2014.0,0.0,18088.0,11526.142857142857
586,0,2014-09-22,11964,1948,1,0,0,0,a,c,250.0,10.0,2008.0,0,0.0,0.0,,,,,,,,2014,9,22,39,3,0,6.0,2014.0,0.0,18059.0,12021.857142857143
1055,2,2015-01-21,5667,842,1,0,0,0,c,a,1980.0,4.0,2009.0,0,0.0,0.0,,,,,,,,2015,1,21,4,1,0,6.0,2015.0,5884.0,8660.0,5789.571428571428
103,4,2014-06-20,4843,448,1,1,0,0,d,c,5210.0,5.0,2015.0,0,0.0,0.0,,,,,,,,2014,6,20,25,2,0,0.0,2014.0,4447.0,4190.0,4125.714285714285
445,2,2013-05-29,6944,1008,1,1,0,0,a,a,240.0,0.0,0.0,0,0.0,0.0,,,,,,,,2013,5,29,22,2,0,2013.0,2013.0,9229.0,5625.0,7270.714285714285
222,5,2013-05-25,2489,304,1,0,0,0,a,a,2170.0,11.0,2008.0,0,0.0,0.0,,,,,,,,2013,5,25,21,2,1,5.0,2013.0,4345.0,3007.0,3023.714285714286
983,2,2014-06-11,6254,930,1,0,0,0,a,a,40.0,3.0,2014.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct",,,,,,,2014,6,11,24,2,0,0.0,0.0,8417.0,10299.0,6003.428571428572
263,2,2013-03-20,2814,297,1,1,0,0,a,c,1140.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",,,,,,,2013,3,20,12,1,0,0.0,0.0,3895.0,2551.0,2867.1428571428573
125,5,2014-07-26,7582,1073,1,0,0,0,a,a,760.0,12.0,2005.0,0,0.0,0.0,,,,,,,,2014,7,26,30,3,1,9.0,2014.0,8350.0,7115.0,7708.428571428572
522,5,2013-10-05,7327,562,1,0,0,0,d,c,7160.0,11.0,2012.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",,,,,,,2013,10,5,40,4,1,1.0,2.0,8843.0,7805.0,5290.714285714285
176,5,2014-06-21,3035,411,1,0,0,0,a,a,3770.0,0.0,0.0,0,0.0,0.0,,,,,,,,2014,6,21,25,2,1,2014.0,2014.0,7039.0,3446.0,4594.0
292,6,2014-07-20,0,0,0,0,0,0,a,a,1100.0,6.0,2009.0,0,0.0,0.0,,,,,,,,2014,7,20,29,3,1,5.0,2014.0,2957.0,0.0,5123.857142857143
265,5,2014-08-09,2377,255,1,0,0,0,a,a,4580.0,0.0,0.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",,,,,,,2014,8,9,32,3,1,2014.0,0.0,4861.0,2947.0,4514.142857142857
97,2,2015-05-06,7354,722,1,1,0,0,d,c,8980.0,0.0,0.0,0,0.0,0.0,,,,,,,,2015,5,6,19,2,0,2015.0,2015.0,8739.0,8978.0,6055.571428571428
90,4,2015-05-15,9693,1209,1,0,0,0,a,a,330.0,11.0,2007.0,0,0.0,0.0,,,,,,,,2015,5,15,20,2,0,8.0,2015.0,0.0,9409.0,6064.571428571428
130,5,2013-08-03,3747,414,1,0,0,1,c,a,900.0,0.0,0.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",,,,,,,2013,8,3,31,3,1,2013.0,3.0,4866.0,3678.0,4564.0
1050,1,2014-03-18,8238,532,1,1,0,0,d,c,13170.0,8.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",,,,,,,2014,3,18,12,1,0,0.0,3.0,10584.0,4926.0,6112.571428571428
1084,0,2014-06-16,7772,916,1,1,0,0,a,a,190.0,0.0,0.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",,,,,,,2014,6,16,25,2,0,2014.0,4.0,0.0,0.0,5142.142857142857
1024,4,2013-03-01,5999,781,1,0,0,0,c,c,1990.0,1.0,2012.0,0,0.0,0.0,,,,,,,,2013,3,1,9,1,0,1.0,2013.0,4784.0,6759.0,4221.428571428572
736,6,2013-03-10,0,0,0,0,0,0,c,c,1650.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",,,,,,,2013,3,10,10,1,1,2013.0,2.0,5138.0,0.0,4913.0
975,6,2015-07-12,0,0,0,0,0,0,a,c,9630.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",,,,,,,2015,7,12,28,3,1,2015.0,4.0,5433.0,0.0,5339.0
86,0,2014-07-28,5916,671,1,1,0,1,a,a,480.0,2.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",,,,,,,2014,7,28,31,3,0,9.0,1.0,0.0,3578.0,3164.285714285714
566,0,2013-04-15,3418,475,1,0,0,0,a,a,3620.0,0.0,0.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",,,,,,,2013,4,15,16,2,0,2013.0,0.0,0.0,6435.0,3682.714285714286
