Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,ReorderPoint,NeedReorder,RecommendedOrderQty
2022-06-23,S005,P0012,Toys,South,340,308,23,327.68,44.77,5,Cloudy,1,42.47,Spring,393.216,1,53.21600000000001
2022-06-23,S005,P0013,Electronics,East,457,434,99,436.31,69.12,5,Snowy,1,65.34,Autumn,523.572,1,66.572
2022-06-23,S005,P0015,Furniture,West,272,250,178,268.0,98.73,20,Sunny,1,96.54,Summer,321.59999999999997,1,49.599999999999966
2022-06-24,S001,P0002,Furniture,West,444,388,72,390.93,99.87,15,Cloudy,1,97.63,Summer,469.116,1,25.115999999999985
2022-06-24,S001,P0008,Groceries,South,387,320,21,332.81,26.04,0,Snowy,1,28.16,Summer,399.372,1,12.372000000000014
2022-06-24,S002,P0001,Furniture,North,145,112,177,130.32,30.05,5,Rainy,1,27.33,Winter,156.384,1,11.383999999999986
2022-06-24,S002,P0002,Groceries,East,107,103,101,105.3,86.41,5,Rainy,0,89.97,Autumn,126.35999999999999,1,19.359999999999985
2022-06-24,S002,P0006,Clothing,South,130,113,94,113.52,89.83,0,Cloudy,1,88.32,Autumn,136.224,1,6.2239999999999895
2022-06-24,S003,P0012,Electronics,East,294,289,117,282.87,35.77,20,Snowy,1,37.23,Spring,339.444,1,45.44400000000002
2022-06-24,S003,P0014,Toys,North,301,270,23,282.04,18.9,10,Cloudy,1,18.42,Summer,338.44800000000004,1,37.448000000000036
2022-06-24,S004,P0003,Toys,East,297,291,74,302.54,64.61,0,Sunny,0,61.78,Winter,363.048,1,66.048
2022-06-24,S004,P0008,Groceries,South,454,433,39,429.39,75.76,5,Cloudy,1,70.81,Autumn,515.2679999999999,1,61.267999999999915
2022-06-24,S004,P0010,Groceries,West,237,224,127,230.74,48.63,20,Snowy,1,49.0,Summer,276.888,1,39.88799999999998
2022-06-24,S004,P0012,Clothing,East,122,95,199,109.47,65.52,5,Snowy,0,69.56,Winter,131.364,1,9.364000000000004
2022-06-24,S005,P0006,Toys,North,140,128,91,121.82,93.85,5,Cloudy,0,91.52,Spring,146.184,1,6.1839999999999975
2022-06-24,S005,P0009,Electronics,South,426,391,146,409.17,76.82,5,Sunny,1,80.56,Autumn,491.004,1,65.00400000000002
2022-06-24,S005,P0010,Toys,North,159,153,133,149.54,20.02,20,Rainy,1,18.11,Autumn,179.44799999999998,1,20.44799999999998
2022-06-24,S005,P0017,Groceries,East,456,417,108,426.54,84.09,15,Rainy,1,82.68,Autumn,511.848,1,55.84800000000001
2022-06-24,S005,P0020,Toys,South,125,125,70,133.63,49.04,15,Cloudy,0,46.44,Spring,160.356,1,35.355999999999995
2022-06-25,S001,P0006,Clothing,West,252,248,64,241.13,26.26,20,Rainy,0,26.89,Winter,289.356,1,37.355999999999995
2022-06-25,S001,P0012,Clothing,East,287,266,86,266.23,50.62,0,Sunny,0,54.84,Summer,319.476,1,32.476
2022-06-25,S002,P0001,Clothing,South,307,291,197,297.43,88.84,15,Cloudy,1,90.23,Autumn,356.916,1,49.916
2022-06-25,S002,P0003,Groceries,West,337,304,127,295.84,60.61,5,Cloudy,1,64.37,Summer,355.008,1,18.00799999999998
2022-06-25,S002,P0007,Toys,East,190,177,191,179.7,23.18,0,Snowy,0,25.48,Autumn,215.64,1,25.639999999999986
2022-06-25,S002,P0015,Toys,West,60,55,101,53.06,42.63,10,Rainy,0,45.46,Summer,63.672,1,3.671999999999997
2022-06-25,S002,P0020,Furniture,West,195,180,152,190.11,62.17,15,Cloudy,0,63.67,Summer,228.132,1,33.132000000000005
2022-06-25,S003,P0003,Toys,West,159,126,38,134.41,68.29,20,Cloudy,0,72.53,Winter,161.292,1,2.2920000000000016
2022-06-25,S003,P0007,Furniture,North,114,100,145,107.13,59.73,20,Sunny,0,60.72,Spring,128.55599999999998,1,14.555999999999983
2022-06-25,S003,P0008,Electronics,South,353,333,178,324.82,40.03,15,Sunny,0,36.47,Winter,389.784,1,36.78399999999999
2022-06-25,S003,P0015,Clothing,South,377,316,142,323.88,97.64,0,Cloudy,1,100.19,Summer,388.656,1,11.656000000000006
2022-06-25,S004,P0001,Furniture,South,454,388,148,392.07,32.8,20,Sunny,1,28.48,Winter,470.484,1,16.48399999999998
2022-06-25,S004,P0002,Electronics,West,107,76,162,91.0,35.26,20,Rainy,1,34.23,Autumn,109.2,1,2.200000000000003
2022-06-25,S004,P0009,Groceries,South,388,369,123,377.52,79.13,15,Snowy,0,76.96,Summer,453.02399999999994,1,65.02399999999994
2022-06-25,S004,P0015,Electronics,East,419,368,167,381.73,96.57,15,Cloudy,1,97.59,Summer,458.076,1,39.07600000000002
2022-06-25,S005,P0003,Electronics,South,357,320,81,324.31,60.59,20,Snowy,0,60.09,Autumn,389.17199999999997,1,32.17199999999997
2022-06-25,S005,P0008,Electronics,East,101,84,48,92.84,39.52,0,Rainy,1,42.36,Winter,111.408,1,10.408000000000001
2022-06-25,S005,P0010,Clothing,South,355,305,179,320.33,67.89,20,Rainy,0,67.9,Summer,384.39599999999996,1,29.395999999999958
2022-06-25,S005,P0019,Furniture,North,166,153,39,148.0,42.22,5,Snowy,0,40.44,Winter,177.6,1,11.599999999999994
2022-06-26,S002,P0004,Furniture,South,332,305,84,304.9,78.26,10,Cloudy,1,80.73,Winter,365.87999999999994,1,33.87999999999994
2022-06-26,S002,P0012,Furniture,West,497,449,38,453.17,88.25,10,Sunny,1,83.71,Winter,543.804,1,46.803999999999974
2022-06-26,S002,P0020,Electronics,South,84,81,180,71.17,83.51,0,Rainy,1,78.85,Spring,85.404,1,1.4039999999999964
2022-06-26,S003,P0001,Furniture,South,349,319,116,334.04,52.0,15,Rainy,0,54.27,Summer,400.848,1,51.84800000000001
2022-06-26,S003,P0019,Electronics,East,488,442,181,450.7,21.31,10,Cloudy,1,23.78,Summer,540.8399999999999,1,52.83999999999992
2022-06-26,S004,P0007,Clothing,South,250,227,50,240.32,92.76,0,Snowy,0,89.28,Summer,288.38399999999996,1,38.38399999999996
2022-06-26,S004,P0009,Clothing,South,215,196,57,199.12,12.08,20,Cloudy,1,7.48,Spring,238.944,1,23.94399999999999
2022-06-26,S004,P0010,Groceries,West,478,413,121,418.74,33.05,0,Sunny,1,34.45,Summer,502.488,1,24.488
2022-06-26,S004,P0016,Furniture,East,156,131,54,133.88,86.5,20,Snowy,0,82.98,Winter,160.65599999999998,1,4.6559999999999775
2022-06-26,S004,P0018,Furniture,South,337,299,45,301.5,16.16,10,Snowy,1,13.25,Summer,361.8,1,24.80000000000001
2022-06-26,S005,P0001,Toys,South,152,134,43,135.35,44.4,5,Cloudy,1,42.53,Spring,162.42,1,10.419999999999987
2022-06-26,S005,P0003,Clothing,North,98,88,44,98.08,42.6,0,Cloudy,0,44.22,Summer,117.696,1,19.695999999999998
2022-06-26,S005,P0005,Toys,South,449,391,43,403.56,77.24,15,Sunny,1,73.11,Summer,484.272,1,35.27199999999999
2022-06-26,S005,P0007,Groceries,South,356,350,174,362.69,32.37,15,Snowy,0,35.86,Summer,435.228,1,79.22800000000001
2022-06-26,S005,P0013,Electronics,North,333,281,163,296.28,56.11,5,Sunny,0,54.4,Spring,355.53599999999994,1,22.535999999999945
2022-06-26,S005,P0017,Toys,North,410,386,85,380.57,55.03,5,Sunny,0,57.3,Autumn,456.68399999999997,1,46.68399999999997
2022-06-26,S005,P0019,Clothing,West,247,229,190,248.58,59.9,20,Cloudy,1,63.89,Summer,298.296,1,51.29599999999999
2022-06-26,S005,P0020,Electronics,South,324,303,59,320.43,58.18,20,Cloudy,1,61.36,Winter,384.516,1,60.51600000000002
2022-06-27,S001,P0005,Clothing,South,409,384,148,402.51,69.8,5,Snowy,1,73.5,Winter,483.01199999999994,1,74.01199999999994
2022-06-27,S001,P0008,Clothing,South,180,161,44,177.58,26.98,5,Cloudy,0,22.54,Autumn,213.096,1,33.096000000000004
2022-06-27,S002,P0020,Toys,West,280,278,104,276.44,88.05,0,Rainy,0,88.86,Spring,331.728,1,51.72800000000001
2022-06-27,S003,P0007,Clothing,East,73,66,97,75.72,28.85,15,Cloudy,0,28.1,Autumn,90.86399999999999,1,17.86399999999999
2022-06-27,S003,P0011,Clothing,North,283,240,79,236.66,63.91,10,Rainy,1,66.88,Winter,283.99199999999996,1,0.9919999999999618
2022-06-27,S003,P0014,Toys,East,233,229,149,247.64,95.42,0,Snowy,1,97.83,Spring,297.16799999999995,1,64.16799999999995
2022-06-27,S003,P0016,Groceries,West,415,377,141,386.85,82.05,15,Snowy,1,82.37,Spring,464.22,1,49.22000000000003
2022-06-27,S003,P0017,Groceries,South,422,360,158,370.66,95.07,0,Snowy,0,96.5,Spring,444.79200000000003,1,22.79200000000003
2022-06-27,S004,P0004,Toys,South,190,169,21,186.78,63.48,20,Snowy,1,66.79,Spring,224.136,1,34.135999999999996
2022-06-27,S004,P0011,Clothing,North,251,241,87,232.59,12.24,0,Rainy,1,8.26,Summer,279.108,1,28.108000000000004
2022-06-27,S004,P0013,Toys,South,158,129,30,146.53,72.95,5,Rainy,1,69.46,Autumn,175.83599999999998,1,17.835999999999984
2022-06-27,S004,P0015,Toys,West,123,123,166,114.58,64.28,5,Cloudy,1,61.24,Summer,137.49599999999998,1,14.495999999999981
2022-06-27,S005,P0001,Clothing,North,119,114,61,128.49,77.36,20,Cloudy,0,75.39,Spring,154.18800000000002,1,35.18800000000002
2022-06-27,S005,P0004,Groceries,West,303,292,91,289.93,74.56,15,Sunny,1,74.63,Spring,347.916,1,44.916
2022-06-27,S005,P0006,Electronics,East,147,123,134,127.36,56.71,10,Snowy,1,57.39,Winter,152.832,1,5.831999999999994
2022-06-27,S005,P0008,Furniture,North,494,473,31,465.12,53.42,20,Sunny,1,58.02,Spring,558.144,1,64.144
2022-06-28,S001,P0006,Toys,West,434,433,147,449.59,85.33,15,Snowy,0,84.96,Autumn,539.5079999999999,1,105.50799999999992
2022-06-28,S001,P0007,Clothing,East,238,211,127,221.72,83.48,10,Rainy,0,81.38,Winter,266.06399999999996,1,28.063999999999965
2022-06-28,S001,P0013,Toys,West,92,85,82,93.02,93.05,5,Snowy,1,94.91,Winter,111.624,1,19.623999999999995
2022-06-28,S002,P0006,Toys,North,399,335,96,353.52,97.45,15,Snowy,1,98.52,Summer,424.224,1,25.22399999999999
2022-06-28,S002,P0014,Electronics,West,224,223,37,228.25,59.21,5,Cloudy,0,54.31,Summer,273.9,1,49.89999999999998
2022-06-28,S002,P0019,Clothing,West,121,97,165,103.8,75.03,10,Rainy,0,74.04,Autumn,124.55999999999999,1,3.559999999999988
2022-06-28,S003,P0013,Groceries,North,206,188,123,180.16,86.28,0,Rainy,1,86.23,Autumn,216.19199999999998,1,10.191999999999979
2022-06-28,S003,P0014,Electronics,West,221,198,67,205.19,48.05,5,Cloudy,1,44.86,Spring,246.22799999999998,1,25.22799999999998
2022-06-28,S003,P0015,Furniture,North,343,330,33,342.88,89.43,20,Rainy,0,92.73,Autumn,411.45599999999996,1,68.45599999999996
2022-06-28,S004,P0005,Furniture,South,87,85,76,84.48,89.86,15,Sunny,1,94.17,Winter,101.376,1,14.376000000000005
2022-06-28,S004,P0019,Groceries,North,89,79,198,85.59,11.22,15,Rainy,1,6.52,Autumn,102.708,1,13.707999999999998
2022-06-28,S005,P0005,Groceries,South,352,327,115,330.04,19.24,15,Rainy,1,20.02,Autumn,396.048,1,44.048
2022-06-28,S005,P0008,Clothing,South,276,261,101,266.99,10.1,20,Sunny,1,6.2,Spring,320.388,1,44.38799999999998
2022-06-29,S001,P0002,Clothing,East,319,319,49,322.66,17.45,15,Snowy,0,18.29,Autumn,387.192,1,68.19200000000001
2022-06-29,S001,P0003,Furniture,East,274,212,156,230.91,63.73,10,Rainy,0,61.73,Summer,277.092,1,3.0919999999999845
2022-06-29,S001,P0012,Clothing,West,115,105,56,96.39,72.61,15,Sunny,0,73.7,Spring,115.66799999999999,1,0.6679999999999922
2022-06-29,S001,P0015,Electronics,West,157,147,74,153.85,71.84,0,Cloudy,0,76.07,Autumn,184.61999999999998,1,27.619999999999976
2022-06-29,S003,P0007,Toys,South,98,95,144,97.14,30.14,5,Snowy,0,34.55,Summer,116.568,1,18.567999999999998
2022-06-29,S003,P0008,Electronics,North,412,392,130,401.21,46.38,0,Cloudy,1,46.73,Spring,481.45199999999994,1,69.45199999999994
2022-06-29,S003,P0010,Clothing,East,186,180,87,185.26,42.26,10,Rainy,1,37.9,Spring,222.31199999999998,1,36.31199999999998
2022-06-29,S003,P0011,Groceries,West,411,347,113,352.79,52.23,5,Snowy,1,52.82,Spring,423.348,1,12.348000000000013
2022-06-29,S003,P0012,Furniture,North,277,236,127,240.01,35.15,10,Snowy,0,38.69,Winter,288.012,1,11.012
2022-06-29,S003,P0013,Furniture,North,499,467,88,471.99,57.91,10,Sunny,1,57.72,Spring,566.388,1,67.38800000000003
2022-06-29,S003,P0019,Toys,North,391,335,135,342.78,91.63,10,Cloudy,1,95.11,Winter,411.33599999999996,1,20.335999999999956
2022-06-29,S004,P0005,Groceries,West,323,266,88,285.65,56.69,0,Rainy,0,55.82,Autumn,342.78,1,19.779999999999973
2022-06-29,S004,P0008,Clothing,East,81,77,199,95.41,87.72,5,Sunny,1,91.37,Autumn,114.49199999999999,1,33.49199999999999
2022-06-29,S004,P0009,Furniture,North,259,245,151,235.99,25.51,10,Rainy,1,29.97,Spring,283.188,1,24.187999999999988
2022-06-29,S004,P0013,Clothing,North,320,282,109,280.35,17.23,15,Sunny,1,21.71,Winter,336.42,1,16.420000000000016
2022-06-29,S004,P0015,Furniture,East,398,386,94,383.5,28.34,15,Snowy,0,31.62,Autumn,460.2,1,62.19999999999999
2022-06-29,S004,P0019,Groceries,South,70,63,102,70.22,88.43,15,Cloudy,1,88.88,Winter,84.264,1,14.263999999999996
2022-06-29,S005,P0003,Toys,East,156,125,28,132.78,78.95,10,Sunny,1,79.48,Autumn,159.33599999999998,1,3.3359999999999843
2022-06-29,S005,P0005,Electronics,North,156,128,163,144.06,59.34,5,Rainy,1,59.76,Autumn,172.87199999999999,1,16.871999999999986
2022-06-29,S005,P0017,Electronics,East,420,405,106,424.58,48.48,20,Sunny,1,48.45,Autumn,509.496,1,89.49599999999998
2022-06-30,S001,P0011,Toys,North,470,463,131,456.32,65.41,0,Snowy,1,62.72,Summer,547.584,1,77.58399999999995
2022-06-30,S001,P0017,Furniture,East,214,191,53,190.85,92.63,20,Rainy,1,89.38,Winter,229.01999999999998,1,15.019999999999982
2022-06-30,S001,P0019,Electronics,West,129,118,70,113.56,22.54,15,Sunny,0,19.68,Autumn,136.272,1,7.271999999999991
2022-06-30,S002,P0008,Furniture,East,451,438,114,455.89,97.66,5,Rainy,0,98.13,Spring,547.068,1,96.06799999999998
2022-06-30,S002,P0011,Clothing,South,405,339,107,347.36,17.33,0,Cloudy,0,16.38,Spring,416.832,1,11.831999999999994
2022-06-30,S003,P0003,Furniture,West,336,316,128,308.8,82.9,5,Snowy,1,84.36,Summer,370.56,1,34.56
2022-06-30,S003,P0012,Electronics,East,484,417,100,428.02,40.45,0,Sunny,0,36.9,Winter,513.6239999999999,1,29.62399999999991
2022-06-30,S003,P0014,Electronics,West,99,90,85,83.65,46.02,0,Sunny,1,45.47,Winter,100.38000000000001,1,1.3800000000000097
2022-06-30,S003,P0015,Electronics,South,484,450,127,452.4,98.89,15,Sunny,1,98.06,Autumn,542.88,1,58.879999999999995
2022-06-30,S003,P0018,Groceries,North,111,99,124,106.85,59.55,15,Rainy,1,63.23,Summer,128.22,1,17.22
2022-06-30,S004,P0003,Electronics,East,98,69,105,87.72,16.68,20,Rainy,1,12.77,Winter,105.264,1,7.263999999999996
2022-06-30,S004,P0004,Electronics,South,83,78,152,86.86,85.21,10,Cloudy,0,85.48,Autumn,104.232,1,21.232
2022-06-30,S004,P0005,Groceries,West,210,177,88,183.27,22.95,0,Sunny,1,23.63,Autumn,219.924,1,9.924000000000007
2022-06-30,S004,P0006,Electronics,West,188,165,25,166.78,96.27,15,Snowy,0,97.45,Spring,200.136,1,12.135999999999996
2022-06-30,S004,P0009,Toys,North,303,299,89,316.48,18.31,0,Sunny,1,13.8,Summer,379.776,1,76.77600000000001
2022-06-30,S004,P0013,Clothing,South,293,279,187,271.71,41.66,5,Rainy,1,44.24,Winter,326.05199999999996,1,33.051999999999964
2022-06-30,S004,P0014,Furniture,West,468,416,86,435.14,72.41,20,Rainy,1,70.59,Spring,522.168,1,54.168000000000006
2022-06-30,S004,P0016,Toys,North,246,213,42,221.22,53.41,10,Cloudy,0,49.81,Winter,265.464,1,19.464
2022-06-30,S005,P0005,Toys,South,74,62,197,79.1,57.98,15,Snowy,0,58.5,Spring,94.91999999999999,1,20.919999999999987
2022-06-30,S005,P0015,Groceries,West,419,399,190,398.56,28.32,15,Rainy,1,32.72,Summer,478.272,1,59.27199999999999
2022-06-30,S005,P0018,Furniture,East,407,359,61,366.06,10.68,10,Snowy,0,14.0,Winter,439.272,1,32.27199999999999
2022-07-01,S001,P0015,Toys,South,127,97,73,113.0,98.94,10,Rainy,0,100.02,Autumn,135.6,1,8.599999999999994
2022-07-01,S002,P0006,Furniture,West,177,151,91,151.57,38.14,20,Snowy,1,39.86,Summer,181.884,1,4.883999999999986
2022-07-01,S003,P0002,Groceries,East,152,152,178,163.17,40.37,10,Rainy,1,39.42,Summer,195.80399999999997,1,43.803999999999974
2022-07-01,S003,P0004,Groceries,North,439,380,56,386.15,38.96,0,Snowy,1,38.13,Summer,463.37999999999994,1,24.37999999999994
2022-07-01,S003,P0009,Clothing,South,261,242,142,257.53,51.58,15,Snowy,0,51.43,Autumn,309.03599999999994,1,48.035999999999945
2022-07-01,S003,P0010,Toys,South,142,130,106,144.1,95.88,0,Snowy,0,91.59,Winter,172.92,1,30.919999999999987
2022-07-01,S003,P0013,Groceries,South,404,371,168,363.72,95.91,10,Cloudy,1,93.61,Winter,436.464,1,32.464
2022-07-01,S003,P0017,Furniture,South,172,151,170,165.5,78.91,0,Cloudy,0,78.6,Spring,198.6,1,26.599999999999994
2022-07-01,S004,P0001,Clothing,West,267,242,107,232.9,77.96,20,Rainy,1,82.64,Autumn,279.48,1,12.480000000000018
2022-07-01,S004,P0006,Furniture,West,66,65,83,78.39,36.98,15,Rainy,1,39.99,Summer,94.068,1,28.067999999999998
2022-07-01,S004,P0015,Electronics,South,71,57,20,63.65,92.52,10,Snowy,0,93.4,Winter,76.38,1,5.3799999999999955
2022-07-01,S004,P0020,Clothing,West,103,76,125,90.45,31.67,10,Sunny,0,36.34,Spring,108.54,1,5.540000000000006
2022-07-01,S005,P0001,Furniture,West,249,238,114,237.15,47.2,20,Snowy,1,43.29,Winter,284.58,1,35.579999999999984
2022-07-01,S005,P0002,Groceries,East,408,396,123,402.62,50.46,5,Rainy,1,54.84,Summer,483.144,1,75.144
2022-07-01,S005,P0016,Clothing,East,260,225,185,219.79,42.93,10,Sunny,0,46.82,Winter,263.748,1,3.7479999999999905
2022-07-02,S001,P0010,Electronics,South,351,285,26,295.96,18.32,10,Cloudy,1,22.04,Winter,355.152,1,4.151999999999987
2022-07-02,S001,P0016,Toys,East,287,246,184,247.32,90.85,5,Sunny,0,95.04,Summer,296.784,1,9.783999999999992
2022-07-02,S001,P0017,Groceries,West,66,64,174,59.04,91.85,10,Cloudy,1,87.15,Summer,70.848,1,4.847999999999999
2022-07-02,S002,P0018,Clothing,West,405,400,166,397.06,96.35,20,Sunny,0,98.73,Spring,476.472,1,71.47199999999998
2022-07-02,S003,P0001,Furniture,East,278,258,80,259.59,98.81,10,Snowy,0,103.02,Winter,311.508,1,33.50799999999998
2022-07-02,S003,P0002,Furniture,West,459,420,82,430.65,67.92,20,Cloudy,0,63.76,Spring,516.78,1,57.77999999999997
2022-07-02,S003,P0006,Groceries,West,68,58,123,64.39,75.52,0,Cloudy,1,79.87,Summer,77.268,1,9.268
2022-07-02,S003,P0012,Electronics,South,334,308,109,309.61,15.53,20,Snowy,1,18.23,Spring,371.532,1,37.53199999999998
2022-07-02,S003,P0018,Clothing,North,374,341,184,358.25,83.87,5,Rainy,0,82.14,Winter,429.9,1,55.89999999999998
2022-07-02,S004,P0006,Clothing,West,472,450,116,441.84,61.31,5,Rainy,1,57.28,Summer,530.208,1,58.20799999999997
2022-07-02,S004,P0011,Clothing,North,398,355,63,350.54,15.91,15,Snowy,1,13.21,Spring,420.648,1,22.648000000000025
2022-07-02,S004,P0017,Clothing,South,376,370,160,371.5,69.83,15,Rainy,0,65.61,Summer,445.8,1,69.80000000000001
2022-07-02,S005,P0003,Groceries,East,375,312,190,328.63,40.76,0,Sunny,1,44.89,Winter,394.356,1,19.355999999999995
2022-07-02,S005,P0010,Groceries,West,56,38,72,53.25,48.82,5,Cloudy,0,46.2,Autumn,63.9,1,7.899999999999999
2022-07-02,S005,P0011,Groceries,North,111,80,92,95.6,58.67,5,Cloudy,1,61.14,Summer,114.71999999999998,1,3.7199999999999847
2022-07-02,S005,P0015,Groceries,West,483,423,161,436.07,14.59,15,Rainy,0,10.51,Winter,523.284,1,40.28399999999999
2022-07-02,S005,P0018,Groceries,East,163,134,194,151.63,68.91,15,Cloudy,0,72.11,Autumn,181.956,1,18.95599999999999
2022-07-02,S005,P0019,Electronics,South,442,409,40,403.32,63.46,5,Sunny,1,66.68,Autumn,483.984,1,41.98399999999998
2022-07-02,S005,P0020,Furniture,South,379,366,157,359.27,81.55,0,Rainy,0,81.63,Winter,431.12399999999997,1,52.12399999999997
2022-07-03,S001,P0004,Clothing,North,275,255,100,272.99,16.17,5,Sunny,1,17.19,Spring,327.588,1,52.58800000000002
2022-07-03,S001,P0009,Furniture,South,157,151,57,153.91,54.83,5,Snowy,0,54.68,Spring,184.69199999999998,1,27.69199999999998
2022-07-03,S001,P0013,Groceries,North,423,420,28,422.31,51.69,0,Cloudy,0,54.72,Winter,506.772,1,83.77199999999999
2022-07-03,S001,P0016,Toys,West,357,324,70,327.25,68.73,10,Snowy,0,65.57,Summer,392.7,1,35.69999999999999
2022-07-03,S002,P0008,Groceries,North,363,301,93,308.42,81.59,20,Snowy,1,85.77,Winter,370.104,1,7.103999999999985
2022-07-03,S002,P0010,Furniture,East,99,81,89,100.54,52.33,5,Snowy,1,53.91,Winter,120.648,1,21.647999999999996
2022-07-03,S003,P0002,Toys,South,54,50,97,64.22,88.08,10,Rainy,0,91.78,Winter,77.064,1,23.063999999999993
2022-07-03,S003,P0004,Furniture,West,99,86,109,101.51,77.19,0,Snowy,0,72.91,Summer,121.812,1,22.811999999999998
2022-07-03,S003,P0006,Electronics,West,425,383,172,384.42,75.81,5,Cloudy,0,75.93,Spring,461.304,1,36.303999999999974
2022-07-03,S003,P0007,Furniture,South,487,428,130,442.46,55.53,20,Snowy,1,58.38,Winter,530.952,1,43.952
2022-07-03,S003,P0012,Furniture,West,225,183,73,198.76,71.66,10,Rainy,1,72.76,Autumn,238.51199999999997,1,13.511999999999972
2022-07-03,S003,P0018,Groceries,North,103,88,115,105.23,97.91,0,Cloudy,0,94.74,Summer,126.276,1,23.275999999999996
2022-07-03,S004,P0009,Electronics,North,155,140,172,138.44,29.27,5,Snowy,0,26.77,Autumn,166.128,1,11.127999999999986
2022-07-03,S004,P0011,Groceries,North,361,337,198,340.61,67.76,0,Rainy,1,65.78,Summer,408.732,1,47.73200000000003
2022-07-03,S004,P0017,Groceries,South,236,191,60,202.72,42.16,20,Cloudy,0,45.38,Winter,243.26399999999998,1,7.263999999999982
2022-07-03,S004,P0018,Clothing,North,310,306,162,311.22,34.81,0,Cloudy,0,35.65,Spring,373.464,1,63.464
2022-07-03,S005,P0007,Furniture,North,50,47,62,56.59,45.57,10,Sunny,0,45.55,Winter,67.908,1,17.908
2022-07-03,S005,P0013,Groceries,East,473,431,105,426.83,92.35,20,Cloudy,1,94.82,Autumn,512.1959999999999,1,39.19599999999991
2022-07-03,S005,P0016,Groceries,North,354,327,59,327.16,95.05,20,Rainy,0,99.43,Winter,392.59200000000004,1,38.59200000000004
2022-07-03,S005,P0017,Furniture,North,104,97,27,95.94,85.56,5,Cloudy,0,87.37,Summer,115.128,1,11.128
2022-07-03,S005,P0019,Clothing,South,273,231,79,245.24,40.74,15,Rainy,1,44.69,Summer,294.288,1,21.28800000000001
2022-07-04,S001,P0007,Electronics,West,114,108,87,110.42,96.85,15,Cloudy,1,100.03,Autumn,132.504,1,18.50399999999999
2022-07-04,S001,P0016,Furniture,West,170,143,59,160.87,97.95,0,Cloudy,0,97.08,Spring,193.044,1,23.04400000000001
2022-07-04,S001,P0019,Groceries,North,88,71,174,80.59,48.05,5,Sunny,1,49.86,Winter,96.708,1,8.707999999999998
2022-07-04,S002,P0001,Electronics,East,100,87,42,105.22,87.49,0,Rainy,0,92.4,Winter,126.264,1,26.263999999999996
2022-07-04,S002,P0012,Furniture,South,348,334,56,350.39,38.79,20,Snowy,0,37.98,Spring,420.46799999999996,1,72.46799999999996
2022-07-04,S003,P0005,Clothing,North,253,229,170,223.89,21.37,0,Cloudy,1,23.04,Spring,268.66799999999995,1,15.66799999999995
2022-07-04,S003,P0007,Toys,West,365,332,77,350.39,66.84,10,Rainy,0,65.75,Autumn,420.46799999999996,1,55.46799999999996
2022-07-04,S003,P0012,Furniture,North,224,193,192,188.38,94.17,10,Snowy,1,98.71,Winter,226.05599999999998,1,2.055999999999983
2022-07-04,S003,P0014,Toys,East,327,306,200,318.36,68.3,10,Rainy,0,67.31,Summer,382.032,1,55.03199999999998
2022-07-04,S003,P0018,Clothing,South,428,422,176,418.54,40.97,0,Sunny,0,39.95,Autumn,502.248,1,74.24799999999999
2022-07-04,S003,P0019,Electronics,North,273,228,123,244.18,25.04,5,Sunny,1,26.53,Spring,293.016,1,20.01600000000002
2022-07-04,S003,P0020,Furniture,South,497,416,86,434.59,55.1,5,Sunny,0,54.12,Summer,521.5079999999999,1,24.507999999999925
2022-07-04,S004,P0001,Electronics,South,197,192,47,200.76,19.98,20,Sunny,1,16.67,Summer,240.91199999999998,1,43.91199999999998
2022-07-04,S004,P0003,Groceries,West,431,420,167,416.39,89.46,0,Snowy,0,92.55,Winter,499.66799999999995,1,68.66799999999995
2022-07-04,S004,P0009,Toys,West,379,371,183,366.61,41.36,10,Rainy,0,39.11,Winter,439.932,1,60.932000000000016
2022-07-04,S004,P0012,Toys,North,202,179,93,184.77,73.56,0,Cloudy,1,72.02,Winter,221.72400000000002,1,19.724000000000018
2022-07-04,S004,P0017,Furniture,North,246,242,158,235.8,69.06,0,Cloudy,0,66.97,Winter,282.96,1,36.95999999999998
2022-07-04,S004,P0019,Electronics,North,284,247,118,266.88,31.86,10,Cloudy,0,33.92,Summer,320.256,1,36.25599999999997
2022-07-04,S005,P0001,Toys,West,258,218,25,229.95,48.21,0,Snowy,1,48.37,Autumn,275.94,1,17.939999999999998
2022-07-04,S005,P0004,Clothing,West,72,64,133,64.42,17.96,10,Rainy,1,17.06,Summer,77.304,1,5.304000000000002
2022-07-04,S005,P0011,Groceries,East,437,398,146,405.94,28.85,20,Sunny,1,31.1,Spring,487.128,1,50.127999999999986
2022-07-04,S005,P0018,Toys,North,457,414,34,406.79,18.07,5,Rainy,1,16.6,Winter,488.148,1,31.148000000000025
2022-07-04,S005,P0020,Groceries,North,474,405,68,399.28,42.35,15,Sunny,1,44.36,Spring,479.13599999999997,1,5.135999999999967
2022-07-05,S001,P0004,Groceries,South,165,163,64,166.28,87.52,0,Snowy,0,91.01,Winter,199.536,1,34.536
2022-07-05,S001,P0020,Toys,East,368,324,88,342.11,28.43,0,Cloudy,0,25.61,Autumn,410.532,1,42.53199999999998
